,FEvals,Fitness,Iteration,State,Temperature,Time,max_iters,schedule_current_value,schedule_exp_const,schedule_init_temp,schedule_min_temp,schedule_type
0,0,0.0,0,"[1, 1, 0, 0, 0, 1, 1, 1, 1]",10,0.00011312699999987963,64,9.999994343651599,0.005,10,0.001,exponential
1,2,0.0,1,"[1, 1, 1, 0, 0, 1, 1, 1, 1]",10,0.005964461999999893,64,9.999701781346808,0.005,10,0.001,exponential
2,4,0.0,2,"[1, 1, 0, 0, 0, 1, 1, 1, 1]",10,0.010402390999999955,64,9.999479893975984,0.005,10,0.001,exponential
3,7,132.0,4,"[1, 1, 0, 0, 0, 1, 1, 1, 0]",10,0.01483069700000006,64,9.999258492643017,0.005,10,0.001,exponential
4,11,132.0,8,"[1, 1, 0, 0, 0, 1, 1, 1, 0]",10,0.019650798000000025,64,9.999017508367652,0.005,10,0.001,exponential
5,19,132.0,16,"[1, 1, 0, 0, 0, 1, 1, 1, 0]",10,0.02575229000000001,64,9.998712468393997,0.005,10,0.001,exponential
6,39,132.0,32,"[1, 1, 0, 0, 0, 1, 1, 1, 0]",10,0.031302734000000054,64,9.998434985776255,0.005,10,0.001,exponential
7,77,139.0,64,"[0, 1, 0, 0, 0, 1, 1, 1, 1]",10,0.039106641999999914,64,9.998044859053723,0.005,10,0.001,exponential
